1,1,1,0,,,
1,1,2,0,,,
1,1,3,0,,,
1,1,4,0,,,
1,1,5,0,,,
1,1,6,0,,,
1,1,7,0,,,
1,1,8,0,,,
1,1,9,98.0542615,,,
1,1,10,118.768477,,,"Worchester, MA"
1,1,11,173.3188168,,,
1,1,12,181.1606758,,,
1,1,13,162.5836225,,,
1,1,14,113.6634893,,,
1,1,15,53.65684225,,,
1,1,16,6.05902425,,,
1,1,17,0,,,
1,1,18,0,,,
1,1,19,0,,,
1,1,20,0,,,
1,1,21,0,,,
1,1,22,0,,,
1,1,23,0,,,
1,1,24,0,,,
1,2,1,0,,,
1,2,2,0,,,
1,2,3,0,,,
1,2,4,0,,,
1,2,5,0,,,
1,2,6,0,,,
1,2,7,0,,,
1,2,8,0,,,
1,2,9,103.6318868,,,
1,2,10,158.5773405,,,
1,2,11,182.5177853,,,
1,2,12,181.7629155,,,
1,2,13,157.6321058,,,
1,2,14,94.00131425,,,
1,2,15,42.184482,,,
1,2,16,5.737282,,,
1,2,17,0,,,
1,2,18,0,,,
1,2,19,0,,,
1,2,20,0,,,
1,2,21,0,,,
1,2,22,0,,,
1,2,23,0,,,
1,2,24,0,,,
1,3,1,0,,,
1,3,2,0,,,
1,3,3,0,,,
1,3,4,0,,,
1,3,5,0,,,
1,3,6,0,,,
1,3,7,0,,,
1,3,8,0,,,
1,3,9,19.56116625,,,
1,3,10,28.141925,,,
1,3,11,43.750508,,,
1,3,12,52.71360275,,,
1,3,13,49.58973625,,,
1,3,14,40.07206725,,,
1,3,15,25.68244525,,,
1,3,16,3.510653,,,
1,3,17,0,,,
1,3,18,0,,,
1,3,19,0,,,
1,3,20,0,,,
1,3,21,0,,,
1,3,22,0,,,
1,3,23,0,,,
1,3,24,0,,,
1,4,1,0,,,
1,4,2,0,,,
1,4,3,0,,,
1,4,4,0,,,
1,4,5,0,,,
1,4,6,0,,,
1,4,7,0,,,
1,4,8,0,,,
1,4,9,24.7097025,,,
1,4,10,42.50084775,,,
1,4,11,106.4966025,,,
1,4,12,116.2698535,,,
1,4,13,154.4031935,,,
1,4,14,112.294375,,,
1,4,15,53.45345775,,,
1,4,16,7.19648275,,,
1,4,17,0,,,
1,4,18,0,,,
1,4,19,0,,,
1,4,20,0,,,
1,4,21,0,,,
1,4,22,0,,,
1,4,23,0,,,
1,4,24,0,,,
1,5,1,0,,,
1,5,2,0,,,
1,5,3,0,,,
1,5,4,0,,,
1,5,5,0,,,
1,5,6,0,,,
1,5,7,0,,,
1,5,8,0,,,
1,5,9,127.5241548,,,
1,5,10,181.0330815,,,
1,5,11,202.963843,,,
1,5,12,200.6027738,,,
1,5,13,175.2459215,,,
1,5,14,129.0304895,,,
1,5,15,67.54356275,,,
1,5,16,8.14529525,,,
1,5,17,0,,,
1,5,18,0,,,
1,5,19,0,,,
1,5,20,0,,,
1,5,21,0,,,
1,5,22,0,,,
1,5,23,0,,,
1,5,24,0,,,
1,6,1,0,,,
1,6,2,0,,,
1,6,3,0,,,
1,6,4,0,,,
1,6,5,0,,,
1,6,6,0,,,
1,6,7,0,,,
1,6,8,0,,,
1,6,9,127.5804653,,,
1,6,10,176.0810693,,,
1,6,11,154.6257618,,,
1,6,12,190.5867198,,,
1,6,13,115.2656695,,,
1,6,14,88.946989,,,
1,6,15,39.5014835,,,
1,6,16,8.429535,,,
1,6,17,0,,,
1,6,18,0,,,
1,6,19,0,,,
1,6,20,0,,,
1,6,21,0,,,
1,6,22,0,,,
1,6,23,0,,,
1,6,24,0,,,
1,7,1,0,,,
1,7,2,0,,,
1,7,3,0,,,
1,7,4,0,,,
1,7,5,0,,,
1,7,6,0,,,
1,7,7,0,,,
1,7,8,0,,,
1,7,9,39.8384435,,,
1,7,10,67.077526,,,
1,7,11,128.385455,,,
1,7,12,77.03167775,,,
1,7,13,63.1889155,,,
1,7,14,49.5550105,,,
1,7,15,30.6361225,,,
1,7,16,3.801119,,,
1,7,17,0,,,
1,7,18,0,,,
1,7,19,0,,,
1,7,20,0,,,
1,7,21,0,,,
1,7,22,0,,,
1,7,23,0,,,
1,7,24,0,,,
1,8,1,0,,,
1,8,2,0,,,
1,8,3,0,,,
1,8,4,0,,,
1,8,5,0,,,
1,8,6,0,,,
1,8,7,0,,,
1,8,8,0,,,
1,8,9,12.518596,,,
1,8,10,44.8679835,,,
1,8,11,40.550866,,,
1,8,12,62.64977175,,,
1,8,13,65.72832625,,,
1,8,14,43.5741655,,,
1,8,15,27.416204,,,
1,8,16,6.0268465,,,
1,8,17,0,,,
1,8,18,0,,,
1,8,19,0,,,
1,8,20,0,,,
1,8,21,0,,,
1,8,22,0,,,
1,8,23,0,,,
1,8,24,0,,,
1,9,1,0,,,
1,9,2,0,,,
1,9,3,0,,,
1,9,4,0,,,
1,9,5,0,,,
1,9,6,0,,,
1,9,7,0,,,
1,9,8,0,,,
1,9,9,135.708365,,,
1,9,10,186.058886,,,
1,9,11,208.9349905,,,
1,9,12,204.3396593,,,
1,9,13,179.6825678,,,
1,9,14,125.4399295,,,
1,9,15,64.25257525,,,
1,9,16,7.508738,,,
1,9,17,0,,,
1,9,18,0,,,
1,9,19,0,,,
1,9,20,0,,,
1,9,21,0,,,
1,9,22,0,,,
1,9,23,0,,,
1,9,24,0,,,
1,10,1,0,,,
1,10,2,0,,,
1,10,3,0,,,
1,10,4,0,,,
1,10,5,0,,,
1,10,6,0,,,
1,10,7,0,,,
1,10,8,0,,,
1,10,9,116.2084735,,,
1,10,10,171.263062,,,
1,10,11,185.684141,,,
1,10,12,175.4750873,,,
1,10,13,143.4248978,,,
1,10,14,113.7557848,,,
1,10,15,56.80310575,,,
1,10,16,9.7730925,,,
1,10,17,0,,,
1,10,18,0,,,
1,10,19,0,,,
1,10,20,0,,,
1,10,21,0,,,
1,10,22,0,,,
1,10,23,0,,,
1,10,24,0,,,
1,11,1,0,,,
1,11,2,0,,,
1,11,3,0,,,
1,11,4,0,,,
1,11,5,0,,,
1,11,6,0,,,
1,11,7,0,,,
1,11,8,0,,,
1,11,9,27.57683025,,,
1,11,10,53.3951395,,,
1,11,11,69.6483,,,
1,11,12,62.84187075,,,
1,11,13,46.18182575,,,
1,11,14,30.05371225,,,
1,11,15,22.95761375,,,
1,11,16,4.6228175,,,
1,11,17,0,,,
1,11,18,0,,,
1,11,19,0,,,
1,11,20,0,,,
1,11,21,0,,,
1,11,22,0,,,
1,11,23,0,,,
1,11,24,0,,,
1,12,1,0,,,
1,12,2,0,,,
1,12,3,0,,,
1,12,4,0,,,
1,12,5,0,,,
1,12,6,0,,,
1,12,7,0,,,
1,12,8,0,,,
1,12,9,17.19777075,,,
1,12,10,38.69020875,,,
1,12,11,54.9070935,,,
1,12,12,79.47979925,,,
1,12,13,79.17948025,,,
1,12,14,69.6977745,,,
1,12,15,50.813621,,,
1,12,16,7.89021025,,,
1,12,17,0,,,
1,12,18,0,,,
1,12,19,0,,,
1,12,20,0,,,
1,12,21,0,,,
1,12,22,0,,,
1,12,23,0,,,
1,12,24,0,,,
1,13,1,0,,,
1,13,2,0,,,
1,13,3,0,,,
1,13,4,0,,,
1,13,5,0,,,
1,13,6,0,,,
1,13,7,0,,,
1,13,8,0,,,
1,13,9,40.2431475,,,
1,13,10,127.5009943,,,
1,13,11,146.1748373,,,
1,13,12,137.903441,,,
1,13,13,126.3011733,,,
1,13,14,59.090831,,,
1,13,15,33.90813575,,,
1,13,16,4.5798895,,,
1,13,17,0,,,
1,13,18,0,,,
1,13,19,0,,,
1,13,20,0,,,
1,13,21,0,,,
1,13,22,0,,,
1,13,23,0,,,
1,13,24,0,,,
1,14,1,0,,,
1,14,2,0,,,
1,14,3,0,,,
1,14,4,0,,,
1,14,5,0,,,
1,14,6,0,,,
1,14,7,0,,,
1,14,8,0,,,
1,14,9,70.31931825,,,
1,14,10,124.804743,,,
1,14,11,158.4815568,,,
1,14,12,151.6741338,,,
1,14,13,150.2695205,,,
1,14,14,103.846978,,,
1,14,15,45.05927225,,,
1,14,16,10.4124915,,,
1,14,17,0,,,
1,14,18,0,,,
1,14,19,0,,,
1,14,20,0,,,
1,14,21,0,,,
1,14,22,0,,,
1,14,23,0,,,
1,14,24,0,,,
1,15,1,0,,,
1,15,2,0,,,
1,15,3,0,,,
1,15,4,0,,,
1,15,5,0,,,
1,15,6,0,,,
1,15,7,0,,,
1,15,8,0,,,
1,15,9,73.72484775,,,
1,15,10,97.9626105,,,
1,15,11,78.9317905,,,
1,15,12,81.91978875,,,
1,15,13,101.4581528,,,
1,15,14,77.5562295,,,
1,15,15,56.136889,,,
1,15,16,12.427498,,,
1,15,17,0,,,
1,15,18,0,,,
1,15,19,0,,,
1,15,20,0,,,
1,15,21,0,,,
1,15,22,0,,,
1,15,23,0,,,
1,15,24,0,,,
1,16,1,0,,,
1,16,2,0,,,
1,16,3,0,,,
1,16,4,0,,,
1,16,5,0,,,
1,16,6,0,,,
1,16,7,0,,,
1,16,8,0,,,
1,16,9,17.044225,,,
1,16,10,32.75479475,,,
1,16,11,52.14061975,,,
1,16,12,54.49270975,,,
1,16,13,60.6905475,,,
1,16,14,56.05246925,,,
1,16,15,33.678258,,,
1,16,16,9.300645,,,
1,16,17,0,,,
1,16,18,0,,,
1,16,19,0,,,
1,16,20,0,,,
1,16,21,0,,,
1,16,22,0,,,
1,16,23,0,,,
1,16,24,0,,,
1,17,1,0,,,
1,17,2,0,,,
1,17,3,0,,,
1,17,4,0,,,
1,17,5,0,,,
1,17,6,0,,,
1,17,7,0,,,
1,17,8,0,,,
1,17,9,42.070637,,,
1,17,10,129.7538633,,,
1,17,11,163.3801083,,,
1,17,12,191.1201133,,,
1,17,13,176.4464063,,,
1,17,14,115.1996565,,,
1,17,15,66.73895425,,,
1,17,16,11.99271075,,,
1,17,17,0,,,
1,17,18,0,,,
1,17,19,0,,,
1,17,20,0,,,
1,17,21,0,,,
1,17,22,0,,,
1,17,23,0,,,
1,17,24,0,,,
1,18,1,0,,,
1,18,2,0,,,
1,18,3,0,,,
1,18,4,0,,,
1,18,5,0,,,
1,18,6,0,,,
1,18,7,0,,,
1,18,8,0,,,
1,18,9,133.672157,,,
1,18,10,189.5707373,,,
1,18,11,212.8723835,,,
1,18,12,211.8832563,,,
1,18,13,188.1183698,,,
1,18,14,143.6118325,,,
1,18,15,80.6375885,,,
1,18,16,14.80192775,,,
1,18,17,0,,,
1,18,18,0,,,
1,18,19,0,,,
1,18,20,0,,,
1,18,21,0,,,
1,18,22,0,,,
1,18,23,0,,,
1,18,24,0,,,
1,19,1,0,,,
1,19,2,0,,,
1,19,3,0,,,
1,19,4,0,,,
1,19,5,0,,,
1,19,6,0,,,
1,19,7,0,,,
1,19,8,0,,,
1,19,9,99.1651735,,,
1,19,10,160.1738608,,,
1,19,11,189.6536365,,,
1,19,12,192.4486158,,,
1,19,13,171.3986288,,,
1,19,14,129.3554225,,,
1,19,15,71.2561725,,,
1,19,16,13.60750675,,,
1,19,17,0,,,
1,19,18,0,,,
1,19,19,0,,,
1,19,20,0,,,
1,19,21,0,,,
1,19,22,0,,,
1,19,23,0,,,
1,19,24,0,,,
1,20,1,0,,,
1,20,2,0,,,
1,20,3,0,,,
1,20,4,0,,,
1,20,5,0,,,
1,20,6,0,,,
1,20,7,0,,,
1,20,8,0,,,
1,20,9,20.102534,,,
1,20,10,46.9493315,,,
1,20,11,61.781909,,,
1,20,12,73.53876775,,,
1,20,13,60.85425875,,,
1,20,14,58.28425575,,,
1,20,15,41.2037565,,,
1,20,16,11.70747475,,,
1,20,17,0,,,
1,20,18,0,,,
1,20,19,0,,,
1,20,20,0,,,
1,20,21,0,,,
1,20,22,0,,,
1,20,23,0,,,
1,20,24,0,,,
1,21,1,0,,,
1,21,2,0,,,
1,21,3,0,,,
1,21,4,0,,,
1,21,5,0,,,
1,21,6,0,,,
1,21,7,0,,,
1,21,8,0,,,
1,21,9,109.9250903,,,
1,21,10,121.052896,,,
1,21,11,97.830418,,,
1,21,12,146.432184,,,
1,21,13,49.1670355,,,
1,21,14,59.5752585,,,
1,21,15,35.39920875,,,
1,21,16,9.28825075,,,
1,21,17,0,,,
1,21,18,0,,,
1,21,19,0,,,
1,21,20,0,,,
1,21,21,0,,,
1,21,22,0,,,
1,21,23,0,,,
1,21,24,0,,,
1,22,1,0,,,
1,22,2,0,,,
1,22,3,0,,,
1,22,4,0,,,
1,22,5,0,,,
1,22,6,0,,,
1,22,7,0,,,
1,22,8,0,,,
1,22,9,44.7403465,,,
1,22,10,83.972103,,,
1,22,11,165.6575555,,,
1,22,12,192.7618955,,,
1,22,13,166.6615958,,,
1,22,14,121.360371,,,
1,22,15,78.38272325,,,
1,22,16,16.19494025,,,
1,22,17,0,,,
1,22,18,0,,,
1,22,19,0,,,
1,22,20,0,,,
1,22,21,0,,,
1,22,22,0,,,
1,22,23,0,,,
1,22,24,0,,,
1,23,1,0,,,
1,23,2,0,,,
1,23,3,0,,,
1,23,4,0,,,
1,23,5,0,,,
1,23,6,0,,,
1,23,7,0,,,
1,23,8,0,,,
1,23,9,152.4934665,,,
1,23,10,205.571759,,,
1,23,11,228.5148203,,,
1,23,12,214.5558785,,,
1,23,13,189.3564823,,,
1,23,14,132.792344,,,
1,23,15,85.44232575,,,
1,23,16,17.144986,,,
1,23,17,0,,,
1,23,18,0,,,
1,23,19,0,,,
1,23,20,0,,,
1,23,21,0,,,
1,23,22,0,,,
1,23,23,0,,,
1,23,24,0,,,
1,24,1,0,,,
1,24,2,0,,,
1,24,3,0,,,
1,24,4,0,,,
1,24,5,0,,,
1,24,6,0,,,
1,24,7,0,,,
1,24,8,0,,,
1,24,9,24.9445685,,,
1,24,10,50.938337,,,
1,24,11,71.198791,,,
1,24,12,90.6694835,,,
1,24,13,64.1953995,,,
1,24,14,62.09033925,,,
1,24,15,39.52434825,,,
1,24,16,14.823934,,,
1,24,17,0,,,
1,24,18,0,,,
1,24,19,0,,,
1,24,20,0,,,
1,24,21,0,,,
1,24,22,0,,,
1,24,23,0,,,
1,24,24,0,,,
1,25,1,0,,,
1,25,2,0,,,
1,25,3,0,,,
1,25,4,0,,,
1,25,5,0,,,
1,25,6,0,,,
1,25,7,0,,,
1,25,8,0,,,
1,25,9,94.4756925,,,
1,25,10,155.1335503,,,
1,25,11,174.5571835,,,
1,25,12,168.055624,,,
1,25,13,144.116897,,,
1,25,14,134.55121,,,
1,25,15,57.94484675,,,
1,25,16,8.5003745,,,
1,25,17,0,,,
1,25,18,0,,,
1,25,19,0,,,
1,25,20,0,,,
1,25,21,0,,,
1,25,22,0,,,
1,25,23,0,,,
1,25,24,0,,,
1,26,1,0,,,
1,26,2,0,,,
1,26,3,0,,,
1,26,4,0,,,
1,26,5,0,,,
1,26,6,0,,,
1,26,7,0,,,
1,26,8,0,,,
1,26,9,21.833955,,,
1,26,10,25.5693105,,,
1,26,11,54.04253575,,,
1,26,12,88.0196085,,,
1,26,13,40.37509925,,,
1,26,14,60.70134175,,,
1,26,15,37.73366525,,,
1,26,16,13.836205,,,
1,26,17,0,,,
1,26,18,0,,,
1,26,19,0,,,
1,26,20,0,,,
1,26,21,0,,,
1,26,22,0,,,
1,26,23,0,,,
1,26,24,0,,,
1,27,1,0,,,
1,27,2,0,,,
1,27,3,0,,,
1,27,4,0,,,
1,27,5,0,,,
1,27,6,0,,,
1,27,7,0,,,
1,27,8,0,,,
1,27,9,26.78809875,,,
1,27,10,27.8480605,,,
1,27,11,67.68614725,,,
1,27,12,72.03687925,,,
1,27,13,41.6498355,,,
1,27,14,57.174373,,,
1,27,15,37.60749675,,,
1,27,16,8.19654125,,,
1,27,17,0,,,
1,27,18,0,,,
1,27,19,0,,,
1,27,20,0,,,
1,27,21,0,,,
1,27,22,0,,,
1,27,23,0,,,
1,27,24,0,,,
1,28,1,0,,,
1,28,2,0,,,
1,28,3,0,,,
