1,1,1,0,,,,
1,1,2,0,,,,
1,1,3,0,,,,
1,1,4,0,,,,
1,1,5,0,,,,
1,1,6,0,,,,
1,1,7,0,,,,
1,1,8,0,,,,"Daggett, CA"
1,1,9,93.3038075,,,,
1,1,10,86.09194275,,,,
1,1,11,175.2813238,,,,
1,1,12,103.444832,,,,
1,1,13,198.3531055,,,,
1,1,14,131.4690205,,,,
1,1,15,91.90993,,,,
1,1,16,0,,,,
1,1,17,0,,,,
1,1,18,0,,,,
1,1,19,0,,,,
1,1,20,0,,,,
1,1,21,0,,,,
1,1,22,0,,,,
1,1,23,0,,,,
1,1,24,0,,,,
1,2,1,0,,,,
1,2,2,0,,,,
1,2,3,0,,,,
1,2,4,0,,,,
1,2,5,0,,,,
1,2,6,0,,,,
1,2,7,0,,,,
1,2,8,0,,,,
1,2,9,119.887623,,,,
1,2,10,115.3036848,,,,
1,2,11,199.6357575,,,,
1,2,12,214.510094,,,,
1,2,13,204.1333515,,,,
1,2,14,194.8402503,,,,
1,2,15,158.3189398,,,,
1,2,16,0,,,,
1,2,17,0,,,,
1,2,18,0,,,,
1,2,19,0,,,,
1,2,20,0,,,,
1,2,21,0,,,,
1,2,22,0,,,,
1,2,23,0,,,,
1,2,24,0,,,,
1,3,1,0,,,,
1,3,2,0,,,,
1,3,3,0,,,,
1,3,4,0,,,,
1,3,5,0,,,,
1,3,6,0,,,,
1,3,7,0,,,,
1,3,8,0,,,,
1,3,9,94.852764,,,,
1,3,10,138.975428,,,,
1,3,11,113.9495368,,,,
1,3,12,190.9771988,,,,
1,3,13,188.3523073,,,,
1,3,14,185.6225415,,,,
1,3,15,155.8321708,,,,
1,3,16,0,,,,
1,3,17,0,,,,
1,3,18,0,,,,
1,3,19,0,,,,
1,3,20,0,,,,
1,3,21,0,,,,
1,3,22,0,,,,
1,3,23,0,,,,
1,3,24,0,,,,
1,4,1,0,,,,
1,4,2,0,,,,
1,4,3,0,,,,
1,4,4,0,,,,
1,4,5,0,,,,
1,4,6,0,,,,
1,4,7,0,,,,
1,4,8,0,,,,
1,4,9,119.2181548,,,,
1,4,10,175.723412,,,,
1,4,11,207.5293728,,,,
1,4,12,210.219869,,,,
1,4,13,207.823537,,,,
1,4,14,173.3029938,,,,
1,4,15,150.1450298,,,,
1,4,16,0,,,,
1,4,17,0,,,,
1,4,18,0,,,,
1,4,19,0,,,,
1,4,20,0,,,,
1,4,21,0,,,,
1,4,22,0,,,,
1,4,23,0,,,,
1,4,24,0,,,,
1,5,1,0,,,,
1,5,2,0,,,,
1,5,3,0,,,,
1,5,4,0,,,,
1,5,5,0,,,,
1,5,6,0,,,,
1,5,7,0,,,,
1,5,8,0,,,,
1,5,9,34.40231225,,,,
1,5,10,172.1196408,,,,
1,5,11,101.9103845,,,,
1,5,12,154.1887433,,,,
1,5,13,198.13022,,,,
1,5,14,168.6241898,,,,
1,5,15,141.7739258,,,,
1,5,16,0,,,,
1,5,17,0,,,,
1,5,18,0,,,,
1,5,19,0,,,,
1,5,20,0,,,,
1,5,21,0,,,,
1,5,22,0,,,,
1,5,23,0,,,,
1,5,24,0,,,,
1,6,1,0,,,,
1,6,2,0,,,,
1,6,3,0,,,,
1,6,4,0,,,,
1,6,5,0,,,,
1,6,6,0,,,,
1,6,7,0,,,,
1,6,8,0,,,,
1,6,9,118.5425675,,,,
1,6,10,163.6850988,,,,
1,6,11,162.9158265,,,,
1,6,12,207.7307433,,,,
1,6,13,157.0413595,,,,
1,6,14,102.1911378,,,,
1,6,15,36.053536,,,,
1,6,16,0,,,,
1,6,17,0,,,,
1,6,18,0,,,,
1,6,19,0,,,,
1,6,20,0,,,,
1,6,21,0,,,,
1,6,22,0,,,,
1,6,23,0,,,,
1,6,24,0,,,,
1,7,1,0,,,,
1,7,2,0,,,,
1,7,3,0,,,,
1,7,4,0,,,,
1,7,5,0,,,,
1,7,6,0,,,,
1,7,7,0,,,,
1,7,8,0,,,,
1,7,9,25.00168225,,,,
1,7,10,64.44116925,,,,
1,7,11,125.4580358,,,,
1,7,12,162.66869,,,,
1,7,13,132.0418893,,,,
1,7,14,142.6062683,,,,
1,7,15,81.95871175,,,,
1,7,16,0,,,,
1,7,17,0,,,,
1,7,18,0,,,,
1,7,19,0,,,,
1,7,20,0,,,,
1,7,21,0,,,,
1,7,22,0,,,,
1,7,23,0,,,,
1,7,24,0,,,,
1,8,1,0,,,,
1,8,2,0,,,,
1,8,3,0,,,,
1,8,4,0,,,,
1,8,5,0,,,,
1,8,6,0,,,,
1,8,7,0,,,,
1,8,8,0,,,,
1,8,9,119.811174,,,,
1,8,10,168.9959538,,,,
1,8,11,194.1630008,,,,
1,8,12,202.5688145,,,,
1,8,13,204.4814633,,,,
1,8,14,164.9519593,,,,
1,8,15,141.6944905,,,,
1,8,16,95.48287,,,,
1,8,17,0,,,,
1,8,18,0,,,,
1,8,19,0,,,,
1,8,20,0,,,,
1,8,21,0,,,,
1,8,22,0,,,,
1,8,23,0,,,,
1,8,24,0,,,,
1,9,1,0,,,,
1,9,2,0,,,,
1,9,3,0,,,,
1,9,4,0,,,,
1,9,5,0,,,,
1,9,6,0,,,,
1,9,7,0,,,,
1,9,8,0,,,,
1,9,9,117.7257735,,,,
1,9,10,160.9492073,,,,
1,9,11,183.7692678,,,,
1,9,12,205.7239023,,,,
1,9,13,196.2086293,,,,
1,9,14,178.926249,,,,
1,9,15,144.2570675,,,,
1,9,16,99.68983175,,,,
1,9,17,0,,,,
1,9,18,0,,,,
1,9,19,0,,,,
1,9,20,0,,,,
1,9,21,0,,,,
1,9,22,0,,,,
1,9,23,0,,,,
1,9,24,0,,,,
1,10,1,0,,,,
1,10,2,0,,,,
1,10,3,0,,,,
1,10,4,0,,,,
1,10,5,0,,,,
1,10,6,0,,,,
1,10,7,0,,,,
1,10,8,0,,,,
1,10,9,105.618126,,,,
1,10,10,162.043082,,,,
1,10,11,170.0706553,,,,
1,10,12,210.844777,,,,
1,10,13,208.4966938,,,,
1,10,14,156.572945,,,,
1,10,15,139.5136855,,,,
1,10,16,90.0781125,,,,
1,10,17,0,,,,
1,10,18,0,,,,
1,10,19,0,,,,
1,10,20,0,,,,
1,10,21,0,,,,
1,10,22,0,,,,
1,10,23,0,,,,
1,10,24,0,,,,
1,11,1,0,,,,
1,11,2,0,,,,
1,11,3,0,,,,
1,11,4,0,,,,
1,11,5,0,,,,
1,11,6,0,,,,
1,11,7,0,,,,
1,11,8,0,,,,
1,11,9,125.8972283,,,,
1,11,10,174.6358838,,,,
1,11,11,201.6903593,,,,
1,11,12,219.6030853,,,,
1,11,13,205.8826388,,,,
1,11,14,161.8226133,,,,
1,11,15,144.7073885,,,,
1,11,16,95.01097825,,,,
1,11,17,0,,,,
1,11,18,0,,,,
1,11,19,0,,,,
1,11,20,0,,,,
1,11,21,0,,,,
1,11,22,0,,,,
1,11,23,0,,,,
1,11,24,0,,,,
1,12,1,0,,,,
1,12,2,0,,,,
1,12,3,0,,,,
1,12,4,0,,,,
1,12,5,0,,,,
1,12,6,0,,,,
1,12,7,0,,,,
1,12,8,0,,,,
1,12,9,122.1165658,,,,
1,12,10,173.5888243,,,,
1,12,11,203.415663,,,,
1,12,12,215.0239593,,,,
1,12,13,200.4875763,,,,
1,12,14,183.188326,,,,
1,12,15,148.5686648,,,,
1,12,16,103.1783205,,,,
1,12,17,0,,,,
1,12,18,0,,,,
1,12,19,0,,,,
1,12,20,0,,,,
1,12,21,0,,,,
1,12,22,0,,,,
1,12,23,0,,,,
1,12,24,0,,,,
1,13,1,0,,,,
1,13,2,0,,,,
1,13,3,0,,,,
1,13,4,0,,,,
1,13,5,0,,,,
1,13,6,0,,,,
1,13,7,0,,,,
1,13,8,0,,,,
1,13,9,121.0408183,,,,
1,13,10,168.1218938,,,,
1,13,11,167.6113408,,,,
1,13,12,198.486619,,,,
1,13,13,163.869377,,,,
1,13,14,140.8488085,,,,
1,13,15,80.91027475,,,,
1,13,16,46.90659775,,,,
1,13,17,0,,,,
1,13,18,0,,,,
1,13,19,0,,,,
1,13,20,0,,,,
1,13,21,0,,,,
1,13,22,0,,,,
1,13,23,0,,,,
1,13,24,0,,,,
1,14,1,0,,,,
1,14,2,0,,,,
1,14,3,0,,,,
1,14,4,0,,,,
1,14,5,0,,,,
1,14,6,0,,,,
1,14,7,0,,,,
1,14,8,0,,,,
1,14,9,128.313979,,,,
1,14,10,178.1725885,,,,
1,14,11,196.2778713,,,,
1,14,12,85.20572775,,,,
1,14,13,207.8674555,,,,
1,14,14,191.362897,,,,
1,14,15,81.1322165,,,,
1,14,16,98.64338275,,,,
1,14,17,0,,,,
1,14,18,0,,,,
1,14,19,0,,,,
1,14,20,0,,,,
1,14,21,0,,,,
1,14,22,0,,,,
1,14,23,0,,,,
1,14,24,0,,,,
1,15,1,0,,,,
1,15,2,0,,,,
1,15,3,0,,,,
1,15,4,0,,,,
1,15,5,0,,,,
1,15,6,0,,,,
1,15,7,0,,,,
1,15,8,0,,,,
1,15,9,103.2079863,,,,
1,15,10,160.989973,,,,
1,15,11,206.1178773,,,,
1,15,12,221.7307028,,,,
1,15,13,215.83844,,,,
1,15,14,198.7922325,,,,
1,15,15,130.7847525,,,,
1,15,16,104.9671875,,,,
1,15,17,0,,,,
1,15,18,0,,,,
1,15,19,0,,,,
1,15,20,0,,,,
1,15,21,0,,,,
1,15,22,0,,,,
1,15,23,0,,,,
1,15,24,0,,,,
1,16,1,0,,,,
1,16,2,0,,,,
1,16,3,0,,,,
1,16,4,0,,,,
1,16,5,0,,,,
1,16,6,0,,,,
1,16,7,0,,,,
1,16,8,0,,,,
1,16,9,114.7843308,,,,
1,16,10,167.556072,,,,
1,16,11,179.9008803,,,,
1,16,12,205.523876,,,,
1,16,13,211.195594,,,,
1,16,14,182.2864103,,,,
1,16,15,162.1508868,,,,
1,16,16,108.5424695,,,,
1,16,17,0,,,,
1,16,18,0,,,,
1,16,19,0,,,,
1,16,20,0,,,,
1,16,21,0,,,,
1,16,22,0,,,,
1,16,23,0,,,,
1,16,24,0,,,,
1,17,1,0,,,,
1,17,2,0,,,,
1,17,3,0,,,,
1,17,4,0,,,,
1,17,5,0,,,,
1,17,6,0,,,,
1,17,7,0,,,,
1,17,8,0,,,,
1,17,9,121.9720508,,,,
1,17,10,140.8754073,,,,
1,17,11,204.818437,,,,
1,17,12,220.6524363,,,,
1,17,13,192.0910588,,,,
1,17,14,186.4224105,,,,
1,17,15,165.214572,,,,
1,17,16,112.3388235,,,,
1,17,17,0,,,,
1,17,18,0,,,,
1,17,19,0,,,,
1,17,20,0,,,,
1,17,21,0,,,,
1,17,22,0,,,,
1,17,23,0,,,,
1,17,24,0,,,,
1,18,1,0,,,,
1,18,2,0,,,,
1,18,3,0,,,,
1,18,4,0,,,,
1,18,5,0,,,,
1,18,6,0,,,,
1,18,7,0,,,,
1,18,8,0,,,,
1,18,9,124.4930585,,,,
1,18,10,182.250435,,,,
1,18,11,211.633294,,,,
1,18,12,227.0873723,,,,
1,18,13,211.243439,,,,
1,18,14,194.9598953,,,,
1,18,15,167.9545745,,,,
1,18,16,111.8290098,,,,
1,18,17,0,,,,
1,18,18,0,,,,
1,18,19,0,,,,
1,18,20,0,,,,
1,18,21,0,,,,
1,18,22,0,,,,
1,18,23,0,,,,
1,18,24,0,,,,
1,19,1,0,,,,
1,19,2,0,,,,
1,19,3,0,,,,
1,19,4,0,,,,
1,19,5,0,,,,
1,19,6,0,,,,
1,19,7,0,,,,
1,19,8,0,,,,
1,19,9,44.99864925,,,,
1,19,10,20.8106575,,,,
1,19,11,68.47221525,,,,
1,19,12,98.09424925,,,,
1,19,13,26.52082775,,,,
1,19,14,143.5730543,,,,
1,19,15,80.45251725,,,,
1,19,16,44.602016,,,,
1,19,17,0,,,,
1,19,18,0,,,,
1,19,19,0,,,,
1,19,20,0,,,,
1,19,21,0,,,,
1,19,22,0,,,,
1,19,23,0,,,,
1,19,24,0,,,,
1,20,1,0,,,,
1,20,2,0,,,,
1,20,3,0,,,,
1,20,4,0,,,,
1,20,5,0,,,,
1,20,6,0,,,,
1,20,7,0,,,,
1,20,8,0,,,,
1,20,9,112.8197993,,,,
1,20,10,178.7746988,,,,
1,20,11,211.5179065,,,,
1,20,12,229.1400373,,,,
1,20,13,225.1695465,,,,
1,20,14,191.1837395,,,,
1,20,15,169.760663,,,,
1,20,16,100.187575,,,,
1,20,17,0,,,,
1,20,18,0,,,,
1,20,19,0,,,,
1,20,20,0,,,,
1,20,21,0,,,,
1,20,22,0,,,,
1,20,23,0,,,,
1,20,24,0,,,,
1,21,1,0,,,,
1,21,2,0,,,,
1,21,3,0,,,,
1,21,4,0,,,,
1,21,5,0,,,,
1,21,6,0,,,,
1,21,7,0,,,,
1,21,8,0,,,,
1,21,9,111.3362095,,,,
1,21,10,178.9701093,,,,
1,21,11,195.8435595,,,,
1,21,12,170.3508748,,,,
1,21,13,222.41324,,,,
1,21,14,168.434273,,,,
1,21,15,164.1885383,,,,
1,21,16,113.2445118,,,,
1,21,17,0,,,,
1,21,18,0,,,,
1,21,19,0,,,,
1,21,20,0,,,,
1,21,21,0,,,,
1,21,22,0,,,,
1,21,23,0,,,,
1,21,24,0,,,,
1,22,1,0,,,,
1,22,2,0,,,,
1,22,3,0,,,,
1,22,4,0,,,,
1,22,5,0,,,,
1,22,6,0,,,,
1,22,7,0,,,,
1,22,8,0,,,,
1,22,9,82.39675775,,,,
1,22,10,38.32605775,,,,
1,22,11,21.0780865,,,,
1,22,12,25.2032325,,,,
1,22,13,26.93981725,,,,
1,22,14,29.0166915,,,,
1,22,15,152.578751,,,,
1,22,16,114.1134018,,,,
1,22,17,0,,,,
1,22,18,0,,,,
1,22,19,0,,,,
1,22,20,0,,,,
1,22,21,0,,,,
1,22,22,0,,,,
1,22,23,0,,,,
1,22,24,0,,,,
1,23,1,0,,,,
1,23,2,0,,,,
1,23,3,0,,,,
1,23,4,0,,,,
1,23,5,0,,,,
1,23,6,0,,,,
1,23,7,0,,,,
1,23,8,0,,,,
1,23,9,118.9818603,,,,
1,23,10,155.4281125,,,,
1,23,11,192.5333483,,,,
1,23,12,210.1300928,,,,
1,23,13,174.0532143,,,,
1,23,14,165.8989575,,,,
1,23,15,151.8807865,,,,
1,23,16,109.8254198,,,,
1,23,17,0,,,,
1,23,18,0,,,,
1,23,19,0,,,,
1,23,20,0,,,,
1,23,21,0,,,,
1,23,22,0,,,,
1,23,23,0,,,,
1,23,24,0,,,,
1,24,1,0,,,,
1,24,2,0,,,,
1,24,3,0,,,,
1,24,4,0,,,,
1,24,5,0,,,,
1,24,6,0,,,,
1,24,7,0,,,,
1,24,8,0,,,,
1,24,9,100.050403,,,,
1,24,10,115.1578625,,,,
1,24,11,155.068149,,,,
1,24,12,75.75525425,,,,
1,24,13,40.74133875,,,,
1,24,14,105.2744753,,,,
1,24,15,125.1948763,,,,
1,24,16,103.9413878,,,,
1,24,17,0,,,,
1,24,18,0,,,,
1,24,19,0,,,,
1,24,20,0,,,,
1,24,21,0,,,,
1,24,22,0,,,,
1,24,23,0,,,,
1,24,24,0,,,,
1,25,1,0,,,,
1,25,2,0,,,,
1,25,3,0,,,,
1,25,4,0,,,,
1,25,5,0,,,,
1,25,6,0,,,,
1,25,7,0,,,,
1,25,8,0,,,,
1,25,9,129.8204255,,,,
1,25,10,175.3382713,,,,
1,25,11,189.8924398,,,,
1,25,12,210.6697413,,,,
1,25,13,211.9632245,,,,
1,25,14,205.3349495,,,,
1,25,15,166.0021013,,,,
1,25,16,114.809515,,,,
1,25,17,0,,,,
1,25,18,0,,,,
1,25,19,0,,,,
1,25,20,0,,,,
1,25,21,0,,,,
1,25,22,0,,,,
1,25,23,0,,,,
